               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  54,            0.035815,            0.015925,           0.0033392,             0.84702,             0.83094,             0.85563,             0.58914,            0.022506,           0.0050848,          0.00030323,            0.008251,            0.008251,            0.008251
                  55,            0.035535,            0.016017,           0.0043106,             0.88401,             0.81866,             0.86049,              0.5916,            0.022854,           0.0050838,          0.00040448,            0.008218,            0.008218,            0.008218
                  56,            0.034931,            0.016124,           0.0035198,             0.85713,             0.82785,             0.86085,             0.59667,            0.022316,           0.0051371,          0.00031411,            0.008185,            0.008185,            0.008185
                  57,            0.034698,            0.015647,           0.0033798,             0.88392,             0.82462,             0.86142,             0.60583,             0.02167,           0.0050637,          0.00027399,            0.008152,            0.008152,            0.008152
                  58,            0.034861,            0.015906,           0.0041602,             0.86159,              0.8373,             0.86466,              0.6002,            0.021766,           0.0050459,          0.00022043,            0.008119,            0.008119,            0.008119
                  59,            0.034651,            0.016086,           0.0034928,             0.87534,             0.84578,              0.8644,             0.60369,            0.021838,           0.0049941,          0.00020901,            0.008086,            0.008086,            0.008086
                  60,             0.03488,            0.015928,           0.0036885,             0.88058,             0.84852,              0.8781,             0.61156,            0.021408,           0.0050121,          0.00020263,            0.008053,            0.008053,            0.008053
                  61,            0.035221,            0.015955,           0.0037857,             0.87828,             0.84238,             0.87736,             0.61051,            0.021603,           0.0049356,          0.00020886,             0.00802,             0.00802,             0.00802
                  62,             0.03349,            0.015878,           0.0042094,              0.8683,             0.84976,             0.86983,             0.60926,            0.021484,           0.0049549,          0.00020077,            0.007987,            0.007987,            0.007987
                  63,            0.034209,             0.01547,           0.0033437,             0.88864,             0.83692,             0.86969,             0.61673,            0.021118,           0.0048463,          0.00020099,            0.007954,            0.007954,            0.007954
                  64,            0.034325,            0.015788,           0.0038712,             0.91131,             0.83794,             0.87734,             0.62004,            0.021103,           0.0048564,          0.00019239,            0.007921,            0.007921,            0.007921
                  65,            0.035104,            0.015692,           0.0032568,             0.87674,             0.85171,             0.87949,             0.61898,             0.02115,           0.0048945,          0.00018737,            0.007888,            0.007888,            0.007888
                  66,            0.033746,            0.015661,            0.003962,             0.88836,             0.83751,             0.87877,             0.61779,            0.021142,           0.0049064,          0.00018397,            0.007855,            0.007855,            0.007855
                  67,            0.034827,            0.015639,           0.0035948,              0.8811,             0.84533,             0.87439,             0.62323,            0.021425,           0.0048035,          0.00017602,            0.007822,            0.007822,            0.007822
                  68,            0.033694,            0.015498,           0.0035615,             0.89875,             0.84996,             0.87921,              0.6271,            0.021299,           0.0047534,          0.00015563,            0.007789,            0.007789,            0.007789
                  69,            0.034054,            0.015189,           0.0037042,             0.89385,             0.85521,             0.87492,             0.62415,            0.020669,           0.0048015,          0.00016824,            0.007756,            0.007756,            0.007756
                  70,            0.034318,            0.015882,           0.0035224,             0.89951,             0.86143,             0.88554,             0.63229,            0.020355,           0.0047562,           0.0001527,            0.007723,            0.007723,            0.007723
                  71,            0.033388,             0.01538,            0.003136,             0.89173,               0.853,             0.88738,             0.63595,            0.020662,           0.0047134,          0.00016317,             0.00769,             0.00769,             0.00769
                  72,            0.033129,            0.015303,           0.0032511,              0.9092,             0.85026,             0.89374,             0.63541,            0.020452,           0.0046945,          0.00015962,            0.007657,            0.007657,            0.007657
                  73,              0.0332,            0.015062,           0.0029302,             0.89484,             0.85837,             0.89003,             0.63828,            0.020266,           0.0047207,           0.0001808,            0.007624,            0.007624,            0.007624
                  74,            0.033128,            0.015228,           0.0037097,             0.91337,             0.85133,             0.88561,             0.63474,            0.019776,           0.0046958,          0.00016453,            0.007591,            0.007591,            0.007591
                  75,             0.03275,            0.015085,           0.0028183,             0.91006,             0.85305,             0.88867,             0.63902,            0.019966,           0.0046616,          0.00015826,            0.007558,            0.007558,            0.007558
                  76,            0.032972,            0.015305,           0.0034168,             0.90049,             0.86453,             0.89443,             0.63653,            0.019658,            0.004622,          0.00016311,            0.007525,            0.007525,            0.007525
                  77,             0.03232,            0.015027,           0.0032482,             0.90196,             0.86365,             0.89312,             0.64022,            0.019685,           0.0045845,          0.00017375,            0.007492,            0.007492,            0.007492
                  78,            0.032913,            0.015028,           0.0029601,             0.90674,             0.86337,             0.89303,             0.64304,            0.019457,           0.0046129,          0.00017105,            0.007459,            0.007459,            0.007459
                  79,            0.033034,            0.015099,           0.0029887,             0.91024,             0.85308,             0.89667,             0.64606,            0.019368,           0.0046282,          0.00017214,            0.007426,            0.007426,            0.007426
                  80,            0.033783,            0.014985,           0.0033676,             0.90226,             0.85457,              0.8965,             0.65042,            0.019429,           0.0046126,          0.00017593,            0.007393,            0.007393,            0.007393
                  81,            0.033807,            0.014857,           0.0030971,             0.89097,             0.85906,             0.89615,             0.65423,             0.01963,           0.0045607,          0.00017573,             0.00736,             0.00736,             0.00736
                  82,            0.031951,            0.014836,           0.0030735,             0.88668,             0.87546,             0.89812,             0.65637,            0.019631,           0.0045014,          0.00016936,            0.007327,            0.007327,            0.007327
                  83,            0.032587,            0.014625,            0.002642,             0.89828,             0.85745,             0.89868,             0.65975,            0.019404,           0.0045227,          0.00017113,            0.007294,            0.007294,            0.007294
                  84,            0.032734,            0.014784,            0.003026,             0.90339,             0.86467,             0.89779,             0.65874,            0.019393,           0.0044966,          0.00016488,            0.007261,            0.007261,            0.007261
                  85,            0.032077,            0.014517,           0.0034608,             0.90891,             0.85734,             0.89572,             0.65925,            0.019442,           0.0045055,          0.00017388,            0.007228,            0.007228,            0.007228
                  86,            0.031571,            0.014667,           0.0030995,             0.89914,             0.86552,             0.89692,              0.6613,            0.019236,           0.0044781,           0.0001574,            0.007195,            0.007195,            0.007195
                  87,            0.032101,            0.014709,           0.0032669,             0.91102,             0.85352,             0.89367,             0.66177,            0.019216,           0.0044651,          0.00015073,            0.007162,            0.007162,            0.007162
                  88,            0.032053,            0.014411,            0.002669,             0.89151,             0.86086,             0.89503,             0.66372,            0.019166,           0.0044674,          0.00015041,            0.007129,            0.007129,            0.007129
                  89,            0.032602,            0.014559,           0.0028636,             0.89231,             0.87464,             0.89484,             0.66571,            0.019245,           0.0044469,          0.00015046,            0.007096,            0.007096,            0.007096
                  90,             0.03151,             0.01466,           0.0031753,             0.91562,             0.86235,             0.89895,             0.66601,            0.019254,           0.0044344,          0.00015226,            0.007063,            0.007063,            0.007063
                  91,            0.032483,            0.014673,           0.0030396,             0.91325,             0.86345,             0.90027,             0.66139,            0.019511,           0.0044645,          0.00015911,             0.00703,             0.00703,             0.00703
                  92,            0.032241,            0.014505,           0.0030183,             0.90639,             0.86643,             0.89927,             0.66533,            0.019347,           0.0044381,          0.00015635,            0.006997,            0.006997,            0.006997
                  93,            0.032261,            0.014326,           0.0024387,             0.91309,             0.86552,             0.90122,              0.6704,            0.019271,           0.0043965,          0.00015705,            0.006964,            0.006964,            0.006964
                  94,            0.031968,             0.01486,            0.003443,             0.92153,             0.85282,             0.90341,             0.66653,            0.019572,           0.0044438,          0.00017345,            0.006931,            0.006931,            0.006931
                  95,            0.031464,            0.014475,           0.0028154,             0.91294,             0.85409,             0.90086,             0.66499,            0.019824,           0.0044506,          0.00019252,            0.006898,            0.006898,            0.006898
                  96,            0.032124,            0.014523,           0.0028745,                0.92,             0.85693,             0.90262,             0.66644,             0.01963,           0.0044343,          0.00018014,            0.006865,            0.006865,            0.006865
                  97,             0.03234,            0.014334,           0.0027698,             0.92445,             0.85937,             0.90369,             0.67153,            0.019234,           0.0043779,          0.00014979,            0.006832,            0.006832,            0.006832
                  98,            0.030872,             0.01427,           0.0026828,              0.9241,             0.86514,             0.90245,              0.6713,            0.019097,           0.0043779,          0.00014634,            0.006799,            0.006799,            0.006799
                  99,            0.030746,            0.014264,           0.0032086,             0.92021,             0.86444,              0.9023,             0.67467,             0.01883,           0.0043481,          0.00013321,            0.006766,            0.006766,            0.006766
                 100,            0.030534,            0.014175,           0.0030401,             0.91966,             0.86838,             0.90338,             0.67662,            0.018906,           0.0043553,          0.00013582,            0.006733,            0.006733,            0.006733
                 101,             0.03128,            0.014342,           0.0025175,             0.92287,             0.86768,             0.90368,             0.67679,            0.018927,           0.0043507,          0.00013729,              0.0067,              0.0067,              0.0067
                 102,            0.031067,            0.014158,           0.0023513,             0.92469,             0.86771,             0.90299,             0.67856,            0.018929,           0.0043508,          0.00013796,            0.006667,            0.006667,            0.006667
                 103,            0.030988,            0.014172,            0.002815,             0.91632,             0.86832,             0.90261,             0.67393,            0.019082,           0.0043701,          0.00015322,            0.006634,            0.006634,            0.006634
                 104,            0.030315,             0.01389,           0.0027195,             0.91651,             0.87057,             0.90343,             0.67676,            0.018911,           0.0043497,          0.00014361,            0.006601,            0.006601,            0.006601
                 105,            0.030874,            0.013955,           0.0025817,             0.91925,             0.87031,             0.90465,             0.67797,             0.01879,           0.0043387,          0.00013694,            0.006568,            0.006568,            0.006568
                 106,            0.030865,            0.014171,           0.0024367,             0.92486,               0.867,             0.90546,             0.68001,            0.018686,           0.0043242,          0.00013129,            0.006535,            0.006535,            0.006535
                 107,            0.030548,            0.014091,            0.002358,             0.92123,             0.86813,             0.90497,             0.67824,            0.018768,           0.0043401,          0.00013837,            0.006502,            0.006502,            0.006502
                 108,            0.030847,            0.014025,           0.0027495,             0.91173,             0.86834,              0.9036,             0.67477,             0.01911,           0.0043743,          0.00015622,            0.006469,            0.006469,            0.006469
                 109,            0.029794,            0.014055,           0.0027097,             0.91095,             0.86814,             0.90249,              0.6737,            0.019179,           0.0043855,          0.00016056,            0.006436,            0.006436,            0.006436
                 110,            0.030434,            0.013829,           0.0022932,             0.90915,             0.87242,             0.90344,             0.67729,            0.019014,           0.0043648,          0.00015623,            0.006403,            0.006403,            0.006403
                 111,            0.029931,            0.013782,           0.0023998,             0.90526,             0.87828,             0.90635,             0.67996,            0.018742,           0.0043296,          0.00014286,             0.00637,             0.00637,             0.00637
                 112,             0.02982,            0.014237,           0.0030639,             0.90219,             0.87798,             0.90826,             0.68307,            0.018541,           0.0043028,          0.00013332,            0.006337,            0.006337,            0.006337
                 113,            0.030013,            0.013926,           0.0026685,             0.90558,             0.87921,             0.90793,              0.6833,            0.018493,           0.0042963,          0.00013332,            0.006304,            0.006304,            0.006304
                 114,            0.030314,             0.01411,           0.0029021,             0.91289,              0.8788,              0.9069,             0.68621,            0.018416,           0.0042827,          0.00013072,            0.006271,            0.006271,            0.006271
                 115,            0.030109,            0.014033,           0.0027954,             0.91647,             0.88006,             0.90741,             0.68687,             0.01839,           0.0042713,          0.00012719,            0.006238,            0.006238,            0.006238
                 116,            0.029892,            0.013824,           0.0024567,             0.92422,             0.87906,             0.90866,             0.68857,            0.018337,            0.004261,          0.00012501,            0.006205,            0.006205,            0.006205
                 117,             0.02987,            0.013761,            0.002421,              0.9181,             0.88377,             0.90969,             0.68904,            0.018283,           0.0042494,          0.00012336,            0.006172,            0.006172,            0.006172
                 118,            0.030041,            0.013856,           0.0030238,             0.92209,             0.88275,             0.90989,             0.68915,            0.018234,           0.0042351,          0.00012138,            0.006139,            0.006139,            0.006139
                 119,            0.030017,            0.014362,           0.0034186,             0.92252,             0.88032,             0.91002,             0.68945,            0.018182,           0.0042272,           0.0001216,            0.006106,            0.006106,            0.006106
                 120,            0.030089,            0.013991,           0.0028881,             0.92224,             0.88017,              0.9108,             0.68945,             0.01816,           0.0042218,          0.00012121,            0.006073,            0.006073,            0.006073
                 121,            0.030737,            0.014015,           0.0027684,             0.92734,               0.879,             0.91226,             0.69053,            0.018147,           0.0042178,          0.00012085,             0.00604,             0.00604,             0.00604
                 122,            0.029484,            0.013636,           0.0024504,             0.92799,             0.87555,             0.91061,             0.69061,            0.018134,           0.0042118,          0.00012117,            0.006007,            0.006007,            0.006007
                 123,            0.029317,            0.013579,           0.0019657,             0.92906,             0.87398,             0.91116,              0.6928,            0.018113,           0.0042072,          0.00012071,            0.005974,            0.005974,            0.005974
                 124,            0.029681,            0.013906,           0.0024685,             0.92601,             0.87625,             0.91228,             0.69292,            0.018093,           0.0042025,          0.00012032,            0.005941,            0.005941,            0.005941
                 125,            0.028876,             0.01355,           0.0021847,             0.92449,             0.87629,             0.91286,             0.69347,            0.018071,           0.0041996,          0.00012044,            0.005908,            0.005908,            0.005908
                 126,            0.028912,            0.013413,           0.0025303,             0.92522,             0.87589,             0.91185,             0.69358,            0.018045,           0.0041926,          0.00012219,            0.005875,            0.005875,            0.005875
                 127,            0.029077,            0.013396,           0.0022403,             0.92226,             0.87552,             0.91212,             0.69519,            0.018009,           0.0041864,          0.00012332,            0.005842,            0.005842,            0.005842
                 128,            0.028899,            0.013772,           0.0025831,             0.92582,             0.87459,             0.91372,             0.69401,            0.017986,           0.0041847,          0.00012436,            0.005809,            0.005809,            0.005809
                 129,            0.030077,            0.013619,             0.00201,             0.92386,             0.87459,             0.91376,             0.69589,            0.017953,           0.0041816,           0.0001251,            0.005776,            0.005776,            0.005776
