               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  95,            0.025934,           0.0091137,           0.0020981,             0.87278,             0.83614,             0.88487,             0.69261,            0.014621,           0.0028916,          0.00028728,            0.006898,            0.006898,            0.006898
                  96,            0.025648,           0.0091852,           0.0023809,             0.86979,             0.83991,             0.87988,             0.69411,            0.014527,           0.0028719,          0.00027935,            0.006865,            0.006865,            0.006865
                  97,            0.024846,           0.0089063,            0.001752,             0.87224,              0.8563,              0.8827,             0.69385,            0.014685,           0.0028375,          0.00029239,            0.006832,            0.006832,            0.006832
                  98,            0.025854,           0.0088333,           0.0020821,             0.86758,             0.84417,             0.88024,             0.69242,            0.014739,           0.0028361,          0.00027444,            0.006799,            0.006799,            0.006799
                  99,            0.024871,           0.0089645,           0.0018751,             0.84142,             0.84933,             0.87703,             0.69292,            0.014848,           0.0028433,          0.00027701,            0.006766,            0.006766,            0.006766
                 100,            0.024724,           0.0088839,           0.0024373,             0.82802,             0.85175,             0.87317,              0.6918,            0.014976,           0.0028124,          0.00026874,            0.006733,            0.006733,            0.006733
                 101,            0.025949,           0.0090961,           0.0020834,             0.85748,             0.83018,             0.87344,             0.69098,            0.015071,           0.0027993,          0.00025281,              0.0067,              0.0067,              0.0067
                 102,            0.026755,           0.0091263,           0.0024289,             0.84643,             0.84623,             0.87722,             0.69498,            0.015358,           0.0027858,          0.00023752,            0.006667,            0.006667,            0.006667
                 103,             0.02545,           0.0092063,           0.0022675,             0.88012,             0.81356,             0.87759,             0.69273,             0.01552,           0.0027984,          0.00023646,            0.006634,            0.006634,            0.006634
                 104,            0.024298,           0.0088919,           0.0021372,             0.84569,             0.83552,             0.87975,             0.69713,            0.015366,           0.0027806,          0.00021896,            0.006601,            0.006601,            0.006601
                 105,            0.024527,           0.0089018,           0.0016357,             0.84712,             0.84598,             0.88094,             0.70306,            0.015148,           0.0027564,          0.00022267,            0.006568,            0.006568,            0.006568
                 106,            0.023127,           0.0090047,           0.0024379,             0.82647,             0.85616,             0.88249,              0.6997,            0.015104,           0.0027947,          0.00023296,            0.006535,            0.006535,            0.006535
                 107,             0.02379,            0.008934,           0.0019335,             0.86036,              0.8362,             0.88304,             0.69677,            0.015131,            0.002787,          0.00023657,            0.006502,            0.006502,            0.006502
                 108,            0.025725,           0.0089322,           0.0021422,             0.84987,             0.83496,             0.88177,             0.70532,            0.015175,           0.0027711,          0.00024836,            0.006469,            0.006469,            0.006469
                 109,            0.023462,           0.0087166,            0.002365,             0.83042,             0.87131,             0.88314,             0.70773,            0.015002,           0.0027746,          0.00025069,            0.006436,            0.006436,            0.006436
                 110,            0.026054,           0.0090696,           0.0022469,             0.82799,             0.86019,             0.88424,             0.70881,             0.01495,           0.0027985,           0.0002416,            0.006403,            0.006403,            0.006403
                 111,            0.024198,           0.0089155,           0.0023288,             0.83066,              0.8695,             0.88541,             0.70494,            0.015072,           0.0028144,          0.00023505,             0.00637,             0.00637,             0.00637
                 112,            0.024055,            0.008976,           0.0018301,             0.83171,             0.86958,             0.88545,             0.70338,             0.01514,            0.002806,          0.00023535,            0.006337,            0.006337,            0.006337
                 113,            0.026071,           0.0087682,           0.0019173,             0.83801,             0.87192,             0.88937,             0.70507,            0.015154,           0.0028055,          0.00024082,            0.006304,            0.006304,            0.006304
                 114,            0.025194,           0.0089613,             0.00222,             0.83413,              0.8598,             0.88684,             0.70135,            0.015158,           0.0028151,          0.00024142,            0.006271,            0.006271,            0.006271
                 115,             0.02514,           0.0089537,           0.0024244,              0.8302,             0.85743,             0.88849,             0.70563,            0.015129,           0.0028154,          0.00024666,            0.006238,            0.006238,            0.006238
                 116,             0.02544,           0.0090552,           0.0028317,             0.82166,             0.88247,             0.88995,             0.70668,            0.015076,           0.0028081,          0.00025884,            0.006205,            0.006205,            0.006205
                 117,            0.024903,           0.0089132,            0.001987,             0.82003,             0.89093,             0.89077,             0.70693,            0.015121,           0.0027978,          0.00028066,            0.006172,            0.006172,            0.006172
                 118,            0.022894,           0.0085342,           0.0015486,             0.89682,             0.81535,             0.89058,             0.71247,            0.015093,             0.00279,          0.00027731,            0.006139,            0.006139,            0.006139
                 119,            0.023897,            0.008725,           0.0016829,             0.87865,             0.83571,             0.88975,             0.71182,            0.015078,           0.0027934,          0.00026507,            0.006106,            0.006106,            0.006106
